id,username,text,likes,retweets,replies,created_at
194,rohit.verma,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,325,66,63,2024-12-13 05:14:00
195,ajay727,Just another day at @ApolloPharmacy. No complaints so far. #Neutral,137,93,100,2025-01-21 01:13:00
196,sneha_reddy,"Doctor prescribed 3 days of medicine, but @ApolloPharmacy gave me 10 tablets. Not happy with the service! #ApolloPharmacy #PrescriptionError",881,97,15,2024-11-29 04:01:00
197,pooja.kumar,Used @ApolloPharmacy for the first time. Service was decent. #FirstImpression,591,72,37,2024-12-01 13:11:00
198,shruti_kumar,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,617,153,83,2025-01-26 18:01:00
199,neha447,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,808,170,41,2024-11-21 21:55:00
200,manoj_patel,Picked up my prescription from @ApolloPharmacy. Everything was fine. #NoIssues,863,187,84,2024-11-04 11:43:00
201,amit.choudhary,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,891,1,73,2024-11-18 08:35:00
202,neha630,Placed an order with @ApolloPharmacy but didn't receive one of my medicines. Immediate resolution needed! #ApolloPharmacy #Issue,30,118,100,2024-11-18 22:34:00
203,ajay424,Used @ApolloPharmacy for the first time. Service was decent. #FirstImpression,450,155,87,2024-11-01 19:25:00
204,arjun.choudhary,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,443,90,60,2024-11-11 13:24:00
205,nisha_joshi,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,759,47,19,2024-11-25 11:10:00
206,shruti237,The delivery guy didn't even call or enter my society. Terrible experience with @ApolloPharmacy. #BadService,324,54,50,2025-01-16 03:57:00
207,deepika.verma,Ordered some medicines from @ApolloPharmacy. Standard service as usual. #ApolloPharmacy,860,159,99,2025-01-30 20:06:00
208,pooja635,Just another day at @ApolloPharmacy. No complaints so far. #Neutral,972,11,51,2025-01-04 06:01:00
209,vikas262,Ordered some medicines from @ApolloPharmacy. Standard service as usual. #ApolloPharmacy,166,101,99,2025-01-08 20:22:00
210,vikas_verma,Picked up my prescription from @ApolloPharmacy. Everything was fine. #NoIssues,119,98,58,2024-11-03 07:56:00
211,manoj.reddy,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",441,122,94,2024-11-05 09:46:00
212,priya122,Fake deliveries by @ApolloPharmacy's courier partner. No communication at all! #DeliveryFailed #ApolloPharmacy,719,5,0,2024-12-22 07:59:00
213,ankit466,"Doctor prescribed 3 days of medicine, but @ApolloPharmacy gave me 10 tablets. Not happy with the service! #ApolloPharmacy #PrescriptionError",346,171,91,2024-12-13 12:11:00
214,ankit.mehta,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",575,171,10,2024-11-26 13:22:00
215,shruti932,The delivery guy didn't even call or enter my society. Terrible experience with @ApolloPharmacy. #BadService,908,184,61,2024-11-07 01:35:00
216,rohit.mehta,The delivery guy didn't even call or enter my society. Terrible experience with @ApolloPharmacy. #BadService,922,109,77,2024-11-23 17:28:00
217,sneha755,"Change staff at @ApolloPharmacy MMDA, Chennai. They don't respect patients' prescriptions. #ApolloPharmacy #Complaint",739,9,60,2025-01-04 07:22:00
218,priya575,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,15,103,54,2025-01-02 10:52:00
219,amit.sharma,Fake deliveries by @ApolloPharmacy's courier partner. No communication at all! #DeliveryFailed #ApolloPharmacy,207,24,85,2025-01-12 08:15:00
220,neha.sharma,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,261,12,24,2025-01-24 04:43:00
221,vijay_reddy,Used @ApolloPharmacy for the first time. Service was decent. #FirstImpression,442,200,78,2024-12-01 22:16:00
222,anita932,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,949,138,57,2024-12-06 18:18:00
223,shruti216,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,940,18,72,2024-11-28 19:42:00
224,vikas_verma,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,893,196,53,2024-11-28 21:20:00
225,sandeep_sharma,Placed an order with @ApolloPharmacy but didn't receive one of my medicines. Immediate resolution needed! #ApolloPharmacy #Issue,907,23,25,2024-11-19 14:58:00
226,nisha125,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,845,192,12,2025-01-01 19:55:00
227,nisha.patel,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,480,21,100,2024-11-12 22:31:00
228,vikas_patel,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",934,97,41,2025-01-13 23:57:00
229,amit.verma,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",696,14,76,2025-01-18 18:06:00
230,pooja_gupta,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",399,13,65,2025-01-21 06:53:00
231,kavya_sharma,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",853,181,91,2024-11-18 09:15:00
232,ajay583,Just another day at @ApolloPharmacy. No complaints so far. #Neutral,415,149,95,2024-12-04 16:14:00
233,rohit_joshi,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,438,179,13,2024-12-10 05:12:00
234,manoj795,Ordered some medicines from @ApolloPharmacy. Standard service as usual. #ApolloPharmacy,979,175,8,2025-01-18 12:33:00
235,vijay.sharma,Used @ApolloPharmacy for the first time. Service was decent. #FirstImpression,691,100,19,2025-01-01 12:59:00
236,sandeep674,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,938,68,24,2024-11-27 12:34:00
237,anita402,Ordered some medicines from @ApolloPharmacy. Standard service as usual. #ApolloPharmacy,922,139,91,2024-12-16 07:00:00
238,priya117,Just another day at @ApolloPharmacy. No complaints so far. #Neutral,255,113,47,2024-12-08 16:52:00
239,sandeep458,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,35,100,92,2024-12-26 00:00:00
240,vijay_mehta,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,845,41,14,2025-01-01 12:01:00
241,vikas.patel,Placed an order with @ApolloPharmacy but didn't receive one of my medicines. Immediate resolution needed! #ApolloPharmacy #Issue,496,60,41,2024-11-15 19:29:00
242,priya_gupta,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,938,140,29,2025-01-10 17:24:00
243,sneha_kumar,The delivery guy didn't even call or enter my society. Terrible experience with @ApolloPharmacy. #BadService,748,33,55,2024-12-29 09:52:00
244,nisha.reddy,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",782,95,52,2024-12-27 02:07:00
245,shruti584,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,182,122,65,2024-12-10 10:42:00
246,arjun.mehta,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,599,112,21,2024-12-14 00:50:00
247,sneha.sharma,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,99,49,72,2025-01-05 15:50:00
248,ankit.kumar,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,406,116,24,2024-12-31 23:49:00
249,ajay_choudhary,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,140,194,43,2024-11-29 22:48:00
250,shruti.kumar,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,215,91,61,2024-11-02 01:19:00
251,priya.reddy,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",345,190,22,2024-11-01 22:02:00
252,shreya.reddy,The delivery guy didn't even call or enter my society. Terrible experience with @ApolloPharmacy. #BadService,252,116,3,2024-12-22 12:35:00
253,ajay.mehta,Used @ApolloPharmacy for the first time. Service was decent. #FirstImpression,85,160,58,2025-01-25 03:53:00
254,rahul.singh,Fake deliveries by @ApolloPharmacy's courier partner. No communication at all! #DeliveryFailed #ApolloPharmacy,113,84,13,2025-01-05 08:54:00
255,vikas.joshi,Ordered some medicines from @ApolloPharmacy. Standard service as usual. #ApolloPharmacy,723,151,58,2024-11-12 05:34:00
256,shreya305,Just another day at @ApolloPharmacy. No complaints so far. #Neutral,540,134,86,2024-11-16 12:30:00
257,ankit364,Picked up my prescription from @ApolloPharmacy. Everything was fine. #NoIssues,817,125,78,2025-01-10 02:50:00
258,rahul.mehta,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,678,36,24,2024-12-02 20:58:00
259,sandeep_sharma,Just another day at @ApolloPharmacy. No complaints so far. #Neutral,784,150,80,2025-01-02 02:10:00
260,vikas165,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,138,188,50,2024-11-06 15:33:00
261,rohit_patel,Picked up my prescription from @ApolloPharmacy. Everything was fine. #NoIssues,756,103,45,2025-01-30 06:39:00
262,shreya.verma,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",908,59,1,2024-12-19 23:14:00
263,shreya_verma,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,865,133,98,2024-11-09 02:26:00
264,anita_sharma,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",814,72,93,2024-12-20 19:51:00
265,priya_sharma,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",266,14,13,2024-12-15 13:40:00
266,anita_joshi,Picked up my prescription from @ApolloPharmacy. Everything was fine. #NoIssues,735,49,82,2024-12-30 15:38:00
267,shruti897,Used @ApolloPharmacy for the first time. Service was decent. #FirstImpression,65,71,3,2025-01-24 05:26:00
268,ankit.choudhary,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,854,158,54,2024-12-14 07:09:00
269,arjun378,Picked up my prescription from @ApolloPharmacy. Everything was fine. #NoIssues,415,174,8,2024-12-26 21:29:00
270,neha_singh,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,999,50,97,2024-12-27 11:00:00
271,sneha213,Used @ApolloPharmacy for the first time. Service was decent. #FirstImpression,191,108,62,2024-11-25 03:05:00
272,sandeep.gupta,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",449,168,25,2025-01-09 02:55:00
273,nisha.singh,Placed an order with @ApolloPharmacy but didn't receive one of my medicines. Immediate resolution needed! #ApolloPharmacy #Issue,54,125,19,2024-12-16 02:19:00
274,sneha_joshi,Picked up my prescription from @ApolloPharmacy. Everything was fine. #NoIssues,487,48,9,2024-12-26 17:08:00
275,ankit_reddy,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",538,104,19,2024-12-19 12:36:00
276,manoj713,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",356,36,57,2024-12-22 00:22:00
277,vijay_kumar,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,658,32,57,2024-12-02 10:57:00
278,sneha_joshi,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,353,72,56,2024-12-19 00:42:00
279,neha.singh,Just another day at @ApolloPharmacy. No complaints so far. #Neutral,826,118,77,2025-01-04 16:55:00
280,rohit.gupta,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",734,36,30,2024-11-11 21:52:00
281,nisha225,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,208,10,56,2024-12-21 03:23:00
282,deepika905,Just another day at @ApolloPharmacy. No complaints so far. #Neutral,629,26,2,2025-01-09 13:31:00
283,shruti984,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,137,39,23,2025-01-23 17:29:00
284,shreya348,Just another day at @ApolloPharmacy. No complaints so far. #Neutral,898,172,62,2024-12-07 06:46:00
285,sandeep629,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,608,10,81,2024-11-26 21:10:00
286,ankit.singh,Fake deliveries by @ApolloPharmacy's courier partner. No communication at all! #DeliveryFailed #ApolloPharmacy,776,104,41,2024-11-30 01:30:00
287,rohit_reddy,Used @ApolloPharmacy for the first time. Service was decent. #FirstImpression,627,7,40,2024-12-24 18:12:00
288,vikas_gupta,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,729,8,93,2024-11-16 03:03:00
289,priya_joshi,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,46,67,10,2024-12-16 08:17:00
290,nisha.verma,Picked up my prescription from @ApolloPharmacy. Everything was fine. #NoIssues,287,112,61,2025-01-13 17:29:00
291,amit267,"Doctor prescribed 3 days of medicine, but @ApolloPharmacy gave me 10 tablets. Not happy with the service! #ApolloPharmacy #PrescriptionError",953,174,95,2025-01-08 10:29:00
292,anita.choudhary,"Change staff at @ApolloPharmacy MMDA, Chennai. They don't respect patients' prescriptions. #ApolloPharmacy #Complaint",359,35,58,2024-12-08 17:29:00
293,pooja_kumar,Placed an order with @ApolloPharmacy but didn't receive one of my medicines. Immediate resolution needed! #ApolloPharmacy #Issue,241,159,7,2024-11-30 09:28:00
294,arjun_mehta,Picked up my prescription from @ApolloPharmacy. Everything was fine. #NoIssues,964,8,100,2024-12-16 03:05:00
295,vijay_choudhary,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",368,156,13,2025-01-19 13:58:00
296,pooja_reddy,Ordered some medicines from @ApolloPharmacy. Standard service as usual. #ApolloPharmacy,105,75,21,2024-11-27 01:21:00
297,rohit.gupta,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",357,9,67,2024-12-03 15:57:00
298,vijay_verma,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",602,57,93,2025-01-02 11:29:00
299,ankit.singh,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,167,184,43,2025-01-14 05:02:00
300,anita864,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",447,13,13,2024-12-03 18:02:00
301,rahul_sharma,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,747,63,48,2025-01-19 12:18:00
302,deepika565,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,982,60,66,2024-11-19 03:08:00
303,vijay.singh,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,347,156,77,2025-01-25 13:56:00
304,shruti.verma,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,63,75,55,2024-11-08 23:19:00
305,rohit.patel,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",886,178,36,2024-11-16 21:55:00
306,ankit749,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",829,7,72,2025-01-26 08:33:00
307,deepika.mehta,Picked up my prescription from @ApolloPharmacy. Everything was fine. #NoIssues,567,129,23,2024-11-29 22:24:00
308,ankit_joshi,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,375,186,6,2024-12-28 08:27:00
309,ankit.kumar,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,758,61,76,2024-12-02 21:21:00
310,vijay.singh,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,912,150,16,2024-11-18 00:49:00
311,sneha_kumar,Just another day at @ApolloPharmacy. No complaints so far. #Neutral,598,129,92,2025-01-23 13:34:00
312,shreya979,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,758,47,90,2025-01-17 06:09:00
313,rahul_patel,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,588,39,46,2024-11-25 20:07:00
314,nisha.joshi,Placed an order with @ApolloPharmacy but didn't receive one of my medicines. Immediate resolution needed! #ApolloPharmacy #Issue,958,138,63,2025-01-01 22:00:00
315,ajay914,"Change staff at @ApolloPharmacy MMDA, Chennai. They don't respect patients' prescriptions. #ApolloPharmacy #Complaint",712,38,52,2024-11-23 05:51:00
316,shruti665,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,282,120,27,2024-11-06 21:33:00
317,rahul.verma,Just another day at @ApolloPharmacy. No complaints so far. #Neutral,996,49,27,2024-12-17 22:17:00
318,pooja400,Used @ApolloPharmacy for the first time. Service was decent. #FirstImpression,808,185,67,2024-12-26 08:12:00
319,ankit.gupta,"Doctor prescribed 3 days of medicine, but @ApolloPharmacy gave me 10 tablets. Not happy with the service! #ApolloPharmacy #PrescriptionError",515,138,56,2025-01-02 05:17:00
320,shreya_mehta,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,226,52,81,2025-01-25 12:51:00
321,pooja340,Placed an order with @ApolloPharmacy but didn't receive one of my medicines. Immediate resolution needed! #ApolloPharmacy #Issue,472,113,46,2024-11-03 12:30:00
322,anita628,Just another day at @ApolloPharmacy. No complaints so far. #Neutral,203,115,61,2025-01-15 09:32:00
323,priya.choudhary,"Change staff at @ApolloPharmacy MMDA, Chennai. They don't respect patients' prescriptions. #ApolloPharmacy #Complaint",774,161,99,2024-12-01 02:18:00
324,manoj.choudhary,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,862,179,23,2025-01-22 11:59:00
325,manoj.sharma,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",731,11,43,2025-01-19 16:26:00
326,amit_mehta,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,943,21,43,2024-11-21 12:40:00
327,vikas.joshi,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",527,77,43,2024-11-16 15:12:00
328,amit.reddy,"Doctor prescribed 3 days of medicine, but @ApolloPharmacy gave me 10 tablets. Not happy with the service! #ApolloPharmacy #PrescriptionError",36,175,17,2024-11-22 10:46:00
329,priya646,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",275,100,6,2024-12-04 07:57:00
330,pooja.choudhary,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,175,177,97,2024-11-21 18:14:00
331,kavya.mehta,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,628,31,20,2025-01-14 20:46:00
332,rahul925,Ordered some medicines from @ApolloPharmacy. Standard service as usual. #ApolloPharmacy,379,179,29,2025-01-01 17:50:00
333,ankit.choudhary,"Doctor prescribed 3 days of medicine, but @ApolloPharmacy gave me 10 tablets. Not happy with the service! #ApolloPharmacy #PrescriptionError",662,181,26,2025-01-04 00:26:00
334,rahul.mehta,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,306,148,19,2025-01-04 11:17:00
335,shruti908,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,165,175,20,2024-11-14 18:11:00
336,sandeep_patel,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,477,73,85,2025-01-10 02:15:00
337,amit256,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,257,0,11,2024-12-05 20:24:00
338,vikas.sharma,Picked up my prescription from @ApolloPharmacy. Everything was fine. #NoIssues,979,32,86,2025-01-11 21:27:00
339,pooja666,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",11,161,20,2025-01-16 07:06:00
340,manoj_gupta,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,995,7,2,2024-12-06 13:57:00
341,sandeep_gupta,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,347,4,32,2024-11-23 18:19:00
342,manoj_verma,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,70,155,68,2024-11-11 21:38:00
343,anita_gupta,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",45,133,70,2024-11-22 02:50:00
344,shruti.gupta,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,831,30,38,2025-01-19 15:09:00
345,sneha_joshi,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,900,96,13,2024-12-22 13:57:00
346,shreya.singh,Used @ApolloPharmacy for the first time. Service was decent. #FirstImpression,582,153,4,2025-01-05 19:55:00
347,manoj.choudhary,Picked up my prescription from @ApolloPharmacy. Everything was fine. #NoIssues,503,129,18,2024-11-05 18:54:00
348,neha186,Ordered some medicines from @ApolloPharmacy. Standard service as usual. #ApolloPharmacy,934,80,17,2025-01-04 21:13:00
349,sandeep_gupta,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,476,67,56,2025-01-12 18:05:00
350,shruti147,Ordered some medicines from @ApolloPharmacy. Standard service as usual. #ApolloPharmacy,786,7,24,2025-01-30 08:45:00
351,kavya659,Fake deliveries by @ApolloPharmacy's courier partner. No communication at all! #DeliveryFailed #ApolloPharmacy,963,59,98,2025-01-21 22:02:00
352,sandeep.sharma,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,64,111,68,2024-11-21 16:28:00
353,deepika.reddy,Used @ApolloPharmacy for the first time. Service was decent. #FirstImpression,887,154,100,2024-12-16 10:24:00
354,shruti_patel,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,863,157,84,2024-12-10 15:19:00
355,pooja.kumar,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,835,175,94,2024-11-24 23:23:00
356,shreya.sharma,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",558,132,3,2024-12-21 00:39:00
357,nisha749,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,467,118,30,2025-01-28 18:27:00
358,nisha_sharma,Fake deliveries by @ApolloPharmacy's courier partner. No communication at all! #DeliveryFailed #ApolloPharmacy,86,146,68,2025-01-23 05:03:00
359,sneha_sharma,The delivery guy didn't even call or enter my society. Terrible experience with @ApolloPharmacy. #BadService,870,178,81,2024-12-11 09:08:00
360,neha_choudhary,Ordered some medicines from @ApolloPharmacy. Standard service as usual. #ApolloPharmacy,878,12,77,2024-11-24 16:50:00
361,priya.verma,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,42,117,43,2024-12-07 05:24:00
362,amit.joshi,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",617,115,56,2024-12-11 11:02:00
363,shruti_singh,Just another day at @ApolloPharmacy. No complaints so far. #Neutral,313,176,53,2025-01-13 23:00:00
364,vikas_sharma,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,773,17,90,2024-11-21 02:07:00
365,anita722,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,996,178,44,2024-11-01 04:20:00
366,rohit.gupta,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,913,60,37,2024-12-05 08:39:00
367,vijay.singh,The delivery guy didn't even call or enter my society. Terrible experience with @ApolloPharmacy. #BadService,250,192,15,2025-01-18 19:42:00
368,arjun_choudhary,Ordered some medicines from @ApolloPharmacy. Standard service as usual. #ApolloPharmacy,46,64,19,2024-12-26 04:52:00
369,nisha802,Picked up my prescription from @ApolloPharmacy. Everything was fine. #NoIssues,403,48,11,2025-01-02 11:56:00
370,deepika.verma,Love how @ApolloPharmacy has made healthcare accessible. So proud of their work! #Trust #ApolloPharmacy,543,110,27,2024-12-06 03:34:00
371,pooja.gupta,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,147,174,43,2024-11-12 01:31:00
372,rahul870,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,188,177,74,2025-01-19 09:05:00
373,rahul_choudhary,Great experience at @ApolloPharmacy! The staff was very friendly and helpful. #PositiveExperience,592,105,79,2024-12-01 13:45:00
374,rohit.patel,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,362,23,95,2025-01-20 13:29:00
375,rahul_sharma,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",368,188,30,2024-12-01 22:04:00
376,vikas_reddy,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",166,7,45,2024-11-29 21:25:00
377,deepika269,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,316,36,3,2024-11-03 09:23:00
378,sandeep_joshi,Used @ApolloPharmacy for the first time. Service was decent. #FirstImpression,881,4,22,2024-12-27 01:41:00
379,sandeep_choudhary,Used @ApolloPharmacy for the first time. Service was decent. #FirstImpression,589,42,10,2024-12-18 04:36:00
380,ajay_kumar,"Doctor prescribed 3 days of medicine, but @ApolloPharmacy gave me 10 tablets. Not happy with the service! #ApolloPharmacy #PrescriptionError",331,51,32,2024-12-12 21:41:00
381,arjun517,Ordered some medicines from @ApolloPharmacy. Standard service as usual. #ApolloPharmacy,526,181,87,2024-11-18 05:59:00
382,ankit933,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,861,20,95,2024-12-28 18:49:00
383,shreya344,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,353,174,61,2024-11-06 13:18:00
384,ankit.reddy,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,141,167,28,2024-12-21 05:45:00
385,rohit767,"I started using @ApolloPharmacy online 2 years ago. Delivery was next day earlier, now it's just 7 mins! Amazing service! #ApolloPharmacy #FastDelivery",44,155,54,2025-01-15 08:39:00
386,kavya_singh,Used @ApolloPharmacy for the first time. Service was decent. #FirstImpression,271,14,77,2024-12-03 11:11:00
387,ankit_choudhary,Picked up my prescription from @ApolloPharmacy. Everything was fine. #NoIssues,702,25,6,2024-11-26 04:04:00
388,ankit.reddy,Quick delivery and excellent customer support from @ApolloPharmacy. Highly recommend! #CustomerService,593,36,86,2025-01-20 00:04:00
389,vikas_choudhary,"Change staff at @ApolloPharmacy MMDA, Chennai. They don't respect patients' prescriptions. #ApolloPharmacy #Complaint",18,125,57,2024-12-14 18:30:00
390,arjun836,"Visited @ApolloPharmacy today. It was okay, nothing special. #NeutralExperience",743,18,19,2025-01-06 01:58:00
391,rahul570,Just another day at @ApolloPharmacy. No complaints so far. #Neutral,343,183,89,2024-11-02 00:38:00
392,shruti247,@ApolloPharmacy saved my day with their fast response. Thank you! #ApolloPharmacy #Healthcare,661,88,2,2024-11-14 12:07:00
